Energy (keV),Area,Q
122.3952,898.6987673795938,0.0571496706118713
245.4096,153.85399791600506,0.03686147684577588
345.1008,355.1860276238243,0.02411699759512915
411.9744,23.99299465820411,0.019341194687124485
444.9984,30.55139527873298,0.017637618675167104
779.3664,72.97569413168313,0.010150727752248732
