second,Volt
-0.01095365,-0.12116834
-0.01092865,-0.08473618
-0.01090365,-0.13282663
-0.01087865,-0.09202261
-0.01085365,-0.04976131
-0.01082865,-0.10951005
-0.01080365,-0.08765075
-0.01077865,-0.11533919
-0.01075365,-0.04976131
-0.01072865,-0.07890703
-0.01070365,-0.0716206
-0.01067865,-0.13719849
-0.01065365,-0.10513819
-0.01062865,-0.16488693
-0.01060365,-0.11971105
-0.01057865,-0.06870603
-0.01055365,-0.1473995
-0.01052865,-0.06287688
-0.01050365,-0.1357412
-0.01047865,-0.07307789
-0.01045365,-0.07307789
-0.01042865,-0.06724874
-0.01040365,-0.11242462
-0.01037865,-0.11971105
-0.01035365,-0.05413317
-0.01032865,-0.07744975
-0.01030365,-0.1036809
-0.01027865,-0.11825377
-0.01025365,-0.11388191
-0.01022865,-0.08036432
-0.01020365,-0.13282663
-0.01017865,-0.1036809
-0.01015365,-0.06724874
-0.01012865,-0.13282663
-0.01010365,-0.11096734
-0.01007865,-0.13719849
-0.01005365,-0.09639447
-0.01002865,-0.07307789
-0.01000365,-0.04393216
-0.00997865,-0.11825377
-0.00995365,-0.16051507
-0.00992865,-0.09056533
-0.00990365,-0.12116834
-0.00987865,-0.06870603
-0.00985365,-0.1794598
-0.00982865,-0.09785176
-0.00980365,-0.11971105
-0.00977865,-0.08182161
-0.00975365,-0.12408291
-0.00972865,-0.04976131
-0.00970365,-0.12845477
-0.00967865,-0.09493718
-0.00965365,-0.07307789
-0.00962865,-0.07744975
-0.00960365,-0.12408291
-0.00957865,-0.11388191
-0.00955365,-0.1473995
-0.00952865,-0.05559045
-0.00950365,-0.15614321
-0.00947865,-0.05704774
-0.00945365,-0.14157035
-0.00942865,-0.09639447
-0.00940365,-0.07890703
-0.00937865,-0.08036432
-0.00935365,-0.06870603
-0.00932865,-0.08910804
-0.00930365,-0.03373116
-0.00927865,-0.16051507
-0.00925365,-0.04393216
-0.00922865,-0.07453517
-0.00920365,-0.15031407
-0.00917865,-0.08473618
-0.00915365,-0.08473618
-0.00912865,-0.15614321
-0.00910365,-0.12699749
-0.00907865,-0.11971105
-0.00905365,-0.11242462
-0.00902865,-0.14302764
-0.00900365,-0.10805276
-0.00897865,-0.09202261
-0.00895365,-0.09785176
-0.00892865,-0.05413317
-0.00890365,-0.1473995
-0.00887865,-0.13136935
-0.00885365,-0.13865578
-0.00882865,-0.16634422
-0.00880365,-0.10076633
-0.00877865,-0.12845477
-0.00875365,-0.16051507
-0.00872865,-0.19403266
-0.00870365,-0.1255402
-0.00867865,-0.09639447
-0.00865365,-0.13136935
-0.00862865,-0.1473995
-0.00860365,-0.12699749
-0.00857865,-0.17071608
-0.00855365,-0.06724874
-0.00852865,-0.09493718
-0.00850365,-0.13136935
-0.00847865,-0.14302764
-0.00845365,-0.16051507
-0.00842865,-0.03081658
-0.00840365,-0.0716206
-0.00837865,-0.07890703
-0.00835365,-0.08036432
-0.00832865,-0.08910804
-0.00830365,-0.04976131
-0.00827865,-0.08473618
-0.00825365,-0.1473995
-0.00822865,-0.06870603
-0.00820365,-0.05850502
-0.00817865,-0.07890703
-0.00815365,-0.08619347
-0.00812865,-0.07890703
-0.00810365,-0.12845477
-0.00807865,-0.06433417
-0.00805365,-0.12699749
-0.00802865,-0.11971105
-0.00800365,-0.12699749
-0.00797865,-0.11825377
-0.00795365,-0.09639447
-0.00792865,-0.10513819
-0.00790365,-0.1473995
-0.00787865,-0.1473995
-0.00785365,-0.16051507
-0.00782865,-0.04538945
-0.00780365,-0.07307789
-0.00777865,-0.07453517
-0.00775365,-0.16051507
-0.00772865,-0.05704774
-0.00770365,-0.0395603
-0.00767865,-0.05413317
-0.00765365,-0.06870603
-0.00762865,-0.04393216
-0.00760365,-0.10222362
-0.00757865,-0.08765075
-0.00755365,-0.07890703
-0.00752865,-0.13136935
-0.00750365,-0.07744975
-0.00747865,-0.08473618
-0.00745365,-0.09202261
-0.00742865,-0.10222362
-0.00740365,-0.08182161
-0.00737865,-0.14157035
-0.00735365,-0.09639447
-0.00732865,-0.03081658
-0.00730365,-0.11533919
-0.00727865,-0.12845477
-0.00725365,-0.08182161
-0.00722865,-0.10805276
-0.00720365,-0.08182161
-0.00717865,-0.14302764
-0.00715365,-0.09785176
-0.00712865,-0.06287688
-0.00710365,-0.03373116
-0.00707865,-0.08036432
-0.00705365,-0.06870603
-0.00702865,-0.07890703
-0.00700365,-0.07890703
-0.00697865,-0.05704774
-0.00695365,-0.11388191
-0.00692865,-0.13282663
-0.00690365,-0.01624372
-0.00687865,-0.07744975
-0.00685365,-0.07453517
-0.00682865,-0.10951005
-0.00680365,-0.07307789
-0.00677865,-0.15031407
-0.00675365,-0.08182161
-0.00672865,-0.0716206
-0.00670365,-0.07744975
-0.00667865,-0.07890703
-0.00665365,-0.02644472
-0.00662865,-0.10513819
-0.00660365,-0.15031407
-0.00657865,-0.08036432
-0.00655365,-0.09639447
-0.00652865,-0.09493718
-0.00650365,-0.05121859
-0.00647865,-0.07744975
-0.00645365,-0.13282663
-0.00642865,-0.0075
-0.00640365,-0.05413317
-0.00637865,-0.09493718
-0.00635365,-0.10805276
-0.00632865,-0.1473995
-0.00630365,-0.14302764
-0.00627865,-0.0395603
-0.00625365,-0.13136935
-0.00622865,-0.09493718
-0.00620365,-0.11971105
-0.00617865,-0.08036432
-0.00615365,-0.1473995
-0.00612865,-0.10222362
-0.00610365,-0.03373116
-0.00607865,-0.08765075
-0.00605365,-0.12699749
-0.00602865,-0.08619347
-0.00600365,-0.08910804
-0.00597865,-0.11388191
-0.00595365,-0.09493718
-0.00592865,-0.09785176
-0.00590365,-0.12699749
-0.00587865,-0.03081658
-0.00585365,-0.10076633
-0.00582865,-0.14157035
-0.00580365,-0.07890703
-0.00577865,-0.05121859
-0.00575365,-0.11825377
-0.00572865,-0.03081658
-0.00570365,-0.04976131
-0.00567865,-0.09785176
-0.00565365,-0.03518844
-0.00562865,-0.1473995
-0.00560365,-0.01041457
-0.00557865,-0.1473995
-0.00555365,-0.02207286
-0.00552865,-0.14157035
-0.00550365,-0.10805276
-0.00547865,-0.09202261
-0.00545365,-0.05850502
-0.00542865,-0.04976131
-0.00540365,-0.1036809
-0.00537865,-0.07890703
-0.00535365,-0.10076633
-0.00532865,-0.13282663
-0.00530365,-0.05559045
-0.00527865,-0.12408291
-0.00525365,-0.09639447
-0.00522865,-0.05704774
-0.00520365,-0.01624372
-0.00517865,-0.04538945
-0.00515365,-0.08036432
-0.00512865,-0.13282663
-0.00510365,-0.0075
-0.00507865,-0.0075
-0.00505365,-0.1036809
-0.00502865,-0.03373116
-0.00500365,-0.11388191
-0.00497865,-0.10951005
-0.00495365,-0.02644472
-0.00492865,-0.12408291
-0.00490365,-0.11533919
-0.00487865,-0.02644472
-0.00485365,-0.10222362
-0.00482865,-0.11533919
-0.00480365,-0.03518844
-0.00477865,-0.0614196
-0.00475365,-0.06287688
-0.00472865,-0.08036432
-0.00470365,-0.05850502
-0.00467865,-0.08473618
-0.00465365,-0.13719849
-0.00462865,-0.02061558
-0.00460365,-0.09056533
-0.00457865,-0.1036809
-0.00455365,-0.1473995
-0.00452865,-0.09639447
-0.00450365,-0.04393216
-0.00447865,-0.1036809
-0.00445365,-0.10513819
-0.00442865,-0.04538945
-0.00440365,-0.09785176
-0.00437865,-0.1473995
-0.00435365,-0.11388191
-0.00432865,-0.07890703
-0.00430365,-0.03518844
-0.00427865,-0.05850502
-0.00425365,-0.14157035
-0.00422865,-0.03081658
-0.00420365,-0.04538945
-0.00417865,-0.08910804
-0.00415365,-0.06870603
-0.00412865,-0.03227387
-0.00410365,-0.07453517
-0.00407865,-0.09493718
-0.00405365,-0.05850502
-0.00402865,-0.05121859
-0.00400365,-0.10951005
-0.00397865,-0.01624372
-0.00395365,-0.09493718
-0.00392865,-0.07890703
-0.00390365,-0.15031407
-0.00387865,-0.07307789
-0.00385365,-0.13282663
-0.00382865,-0.09639447
-0.00380365,-0.09785176
-0.00377865,-0.09056533
-0.00375365,-0.05850502
-0.00372865,-0.08619347
-0.00370365,-0.04393216
-0.00367865,-0.0075
-0.00365365,-0.11388191
-0.00362865,-0.06433417
-0.00360365,-0.06579146
-0.00357865,-0.01624372
-0.00355365,-0.10805276
-0.00352865,-0.09202261
-0.00350365,-0.06433417
-0.00347865,-0.04976131
-0.00345365,-0.05121859
-0.00342865,-0.16051507
-0.00340365,-0.06724874
-0.00337865,-0.13719849
-0.00335365,-0.06579146
-0.00332865,-0.13282663
-0.00330365,-0.07453517
-0.00327865,-0.11388191
-0.00325365,-0.09056533
-0.00322865,-0.10076633
-0.00320365,-0.0395603
-0.00317865,-0.02207286
-0.00315365,-0.07890703
-0.00312865,-0.10951005
-0.00310365,-0.0716206
-0.00307865,-0.13282663
-0.00305365,-0.13719849
-0.00302865,-0.03518844
-0.00300365,-0.08619347
-0.00297865,-0.11825377
-0.00295365,-0.09493718
-0.00292865,-0.08036432
-0.00290365,-0.04538945
-0.00287865,-0.10513819
-0.00285365,-0.03518844
-0.00282865,-0.04830402
-0.00280365,-0.06870603
-0.00277865,-0.05704774
-0.00275365,-0.09493718
-0.00272865,-0.00458543
-0.00270365,-0.03081658
-0.00267865,-0.06724874
-0.00265365,-0.06870603
-0.00262865,-0.07744975
-0.00260365,-0.04976131
-0.00257865,-0.07307789
-0.00255365,-0.07890703
-0.00252865,-0.08473618
-0.00250365,-0.09639447
-0.00247865,-0.05850502
-0.00245365,-0.02061558
-0.00242865,-0.05704774
-0.00240365,-0.06287688
-0.00237865,-0.05704774
-0.00235365,-0.03081658
-0.00232865,-0.07307789
-0.00230365,-0.03810301
-0.00227865,-0.09785176
-0.00225365,-0.01187186
-0.00222865,-0.03081658
-0.00220365,-0.04393216
-0.00217865,-0.03373116
-0.00215365,-0.07307789
-0.00212865,-0.06433417
-0.00210365,-0.01624372
-0.00207865,-0.04393216
-0.00205365,-0.09785176
-0.00202865,-0.08036432
-0.00200365,-0.07453517
-0.00197865,-0.06287688
-0.00195365,-0.11388191
-0.00192865,-0.07453517
-0.00190365,-0.12408291
-0.00187865,-0.0075
-0.00185365,-0.06579146
-0.00182865,-0.07890703
-0.00180365,-0.07890703
-0.00177865,-0.07307789
-0.00175365,-0.10805276
-0.00172865,-0.12699749
-0.00170365,-0.06579146
-0.00167865,-0.03081658
-0.00165365,-0.13719849
-0.00162865,-0.04538945
-0.00160365,-0.05121859
-0.00157865,-0.01624372
-0.00155365,-0.04393216
-0.00152865,-0.06287688
-0.00150365,-0.06433417
-0.00147865,-0.05121859
-0.00145365,-0.0716206
-0.00142865,-0.08910804
-0.00140365,-0.08910804
-0.00137865,-0.11388191
-0.00135365,-0.05704774
-0.00132865,-0.03227387
-0.00130365,-0.09056533
-0.00127865,-0.09493718
-0.00125365,-0.01624372
-0.00122865,-0.12408291
-0.00120365,-0.05559045
-0.00117865,-0.07890703
-0.00115365,-0.0075
-0.00112865,-0.03081658
-0.00110365,-0.05704774
-0.00107865,-0.1036809
-0.00105365,-0.0075
-0.00102865,-0.10951005
-0.00100365,-0.04830402
-0.00097865,-0.0614196
-0.00095365,-0.10951005
-0.00092865,-0.06287688
-0.00090365,-0.0395603
-0.00087865,-0.08182161
-0.00085365,-0.07744975
-0.00082865,-0.01187186
-0.00080365,-0.1473995
-0.00077865,-0.1036809
-0.00075365,-0.03081658
-0.00072865,-0.12845477
-0.00070365,-0.12408291
-0.00067865,-0.04830402
-0.00065365,-0.07453517
-0.00062865,-0.09785176
-0.00060365,-0.04538945
-0.00057865,-0.07744975
-0.00055365,-0.01624372
-0.00052865,-0.03081658
-0.00050365,-0.09056533
-0.00047865,-0.04393216
-0.00045365,-0.09056533
-0.00042865,-0.07307789
-0.00040365,-0.00458543
-0.00037865,-0.07744975
-0.00035365,-0.03373116
-0.00032865,-0.12408291
-0.00030365,-0.0716206
-0.00027865,-0.05704774
-0.00025365,-0.12408291
-0.00022865,-0.10513819
-0.00020365,-0.01041457
-0.00017865,-0.04976131
-0.00015365,-0.0395603
-0.00012865,-0.07890703
-0.00010365,-0.03373116
-7.865e-05,-0.0395603
-5.365e-05,-0.04538945
-2.865e-05,-0.08473618
-3.65e-06,-0.18383166
2.135e-05,0.42677135
4.635e-05,0.45300251
7.135e-05,0.54626884
9.635e-05,0.65847989
0.00012135,0.67013818
0.00014635,0.70219849
0.00017135,0.68762562
0.00019635,0.86249999
0.00022135,0.76194723
0.00024635,0.87415828
0.00027135,0.93390703
0.00029635,0.90913316
0.00032135,0.93827888
0.00034635,0.83189698
0.00037135,0.85229899
0.00039635,0.79400753
0.00042135,0.80275125
0.00044635,0.77652009
0.00047135,0.75174622
0.00049635,0.60018844
0.00052135,0.51420854
0.00054635,0.53169597
0.00057135,0.4326005
0.00059635,0.27229899
0.00062135,0.24898241
0.00064635,0.12365578
