Theta,Counts
-0.3,47013
-0.28,50674
-0.26,63189
-0.24,74726
-0.22,86383
-0.2,96744
-0.18,107217
-0.16,118269
-0.14,128121
-0.12,137979
-0.1,148280
-0.08,158434
-0.06,167233
-0.04,177082
-0.02,187349
0.0,221287
0.02,210590
0.04,197129
0.06,185397
0.08,173634
0.1,160331
0.12,154110
0.14,138025
0.16,128766
0.18,118241
0.2,107114
0.22,97026
0.24,86045
0.26,74805
0.28,62625
0.3,49813
