Theta,Counts
-0.3,46932
-0.28,51271
-0.26,63521
-0.24,75190
-0.22,87177
-0.2,97749
-0.18,108595
-0.16,118942
-0.14,129274
-0.12,139731
-0.1,149724
-0.08,160693
-0.06,169945
-0.04,179805
-0.02,190483
0.0,227307
0.02,209255
0.04,198875
0.06,183620
0.08,172955
0.1,161286
0.12,155018
0.14,137918
0.16,128947
0.18,118716
0.2,108336
0.22,98000
0.24,86222
0.26,75104
0.28,63342
0.3,50007
