Theta,Counts
-0.3,17983
-0.28,22652
-0.26,37090
-0.24,52199
-0.22,66523
-0.2,80129
-0.18,92645
-0.16,105746
-0.14,118550
-0.12,129842
-0.1,142373
-0.08,155217
-0.06,166499
-0.04,177809
-0.02,189206
0.0,231897
0.02,215536
0.04,207099
0.06,200131
0.08,188755
0.1,180073
0.12,169779
0.14,159967
0.16,153963
0.18,149739
0.2,136161
0.22,128051
0.24,119567
0.26,110779
0.28,101701
0.3,93908
