Theta,Counts
-0.3,28855
-0.28,33167
-0.26,47473
-0.24,60964
-0.22,74253
-0.2,86644
-0.18,98077
-0.16,110228
-0.14,121706
-0.12,133379
-0.1,145070
-0.08,155983
-0.06,166804
-0.04,177491
-0.02,187692
0.0,230293
0.02,217771
0.04,207786
0.06,194024
0.08,184536
0.1,172994
0.12,163483
0.14,154327
0.16,148713
0.18,133373
0.2,124918
0.22,115555
0.24,104842
0.26,95773
0.28,85895
0.3,74432
