Theta,Counts
-0.5,200
-0.48,190
-0.46,189
-0.44,189
-0.42,190
-0.4,186
-0.38,202
-0.36,203
-0.34,193
-0.32,200
-0.3,182
-0.28,181
-0.26,196
-0.24,212
-0.22,171
-0.2,183
-0.18,178
-0.16,217
-0.14,204
-0.12,201
-0.1,190
-0.08,193
-0.06,214
-0.04,220
-0.02,208
0.0,214
0.02,179
0.04,200
0.06,187
0.08,205
0.1,199
0.12,184
0.14,193
0.16,204
0.18,202
0.2,191
0.22,224
0.24,216
0.26,205
0.28,196
0.3,192
0.32,211
0.34,201
0.36,180
0.38,216
0.4,197
0.42,236
0.44,186
0.46,199
0.48,219
0.5,227
