Theta,Counts
-1.0,0
-0.96,0
-0.92,0
-0.88,0
-0.84,0
-0.8,2
-0.76,0
-0.72,2
-0.68,2
-0.64,2
-0.6,4
-0.56,12
-0.52,23
-0.48,40
-0.44,57
-0.4,136
-0.36,1346
-0.32,13140
-0.28,36186
-0.24,63835
-0.2,89060
-0.16,112249
-0.12,135479
-0.08,157579
-0.04,178849
0.0,232323
0.04,205582
0.08,185002
0.12,166019
0.16,152206
0.2,125902
0.24,106755
0.28,86909
0.32,65390
0.36,41748
0.4,21455
0.44,7167
0.48,799
0.52,161
0.56,87
0.6,58
0.64,57
0.68,35
0.72,27
0.76,17
0.8,2
0.84,2
0.88,2
0.92,1
0.96,0
1.0,0
