Theta,Counts
-0.3,27008
-0.28,32101
-0.26,45862
-0.24,59558
-0.22,72057
-0.2,84761
-0.18,95757
-0.16,108265
-0.14,119057
-0.12,131148
-0.1,141166
-0.08,152490
-0.06,163103
-0.04,174011
-0.02,185338
0.0,199917
0.02,199620
0.04,192107
0.06,182850
0.08,174179
0.1,165743
0.12,157083
0.14,148998
0.16,141327
0.18,132502
0.2,122810
0.22,114191
0.24,105294
0.26,95137
0.28,85124
0.3,74884
