x-axis,1,2
second,Volt,Volt
-4.503650E-03,,
-4.498650E-03,-3.015075438E+00,-1.869346771E+00
-4.493650E-03,-3.128140767E+00,-1.929648280E+00
-4.488650E-03,-3.135678455E+00,-1.688442245E+00
-4.483650E-03,-3.135678455E+00,-1.929648280E+00
-4.478650E-03,-3.256281473E+00,-1.929648280E+00
-4.473650E-03,-3.135678455E+00,-1.809045263E+00
-4.468650E-03,-3.256281473E+00,-1.809045263E+00
-4.463650E-03,-3.135678455E+00,-1.688442245E+00
-4.458650E-03,-3.195979964E+00,-1.673366868E+00
-4.453650E-03,-3.256281473E+00,-1.801507574E+00
-4.448650E-03,-3.309045293E+00,-1.628140736E+00
-4.443650E-03,-3.482412131E+00,-1.688442245E+00
-4.438650E-03,-3.376884490E+00,-1.620603048E+00
-4.433650E-03,-3.376884490E+00,-1.688442245E+00
-4.428650E-03,-3.376884490E+00,-1.620603048E+00
-4.423650E-03,-3.376884490E+00,-1.560301539E+00
-4.418650E-03,-3.376884490E+00,-1.575376916E+00
-4.413650E-03,-3.376884490E+00,-1.560301539E+00
-4.408650E-03,-3.437185999E+00,-1.567839228E+00
-4.403650E-03,-3.497487508E+00,-1.567839228E+00
-4.398650E-03,-3.557789017E+00,-1.386934701E+00
-4.393650E-03,-3.610552837E+00,-1.447236210E+00
-4.388650E-03,-3.618090525E+00,-1.507537719E+00
-4.383650E-03,-3.610552837E+00,-1.447236210E+00
-4.378650E-03,-3.618090525E+00,-1.379397013E+00
-4.373650E-03,-3.731155854E+00,-1.326633193E+00
-4.368650E-03,-3.670854345E+00,-1.379397013E+00
-4.363650E-03,-3.738693543E+00,-1.326633193E+00
-4.358650E-03,-3.738693543E+00,-1.326633193E+00
-4.353650E-03,-3.738693543E+00,-1.326633193E+00
-4.348650E-03,-3.798995052E+00,-1.386934701E+00
-4.343650E-03,-3.851758872E+00,-1.206030175E+00
-4.338650E-03,-3.866834249E+00,-1.206030175E+00
-4.333650E-03,-3.859296560E+00,-1.319095504E+00
-4.328650E-03,-3.979899578E+00,-1.206030175E+00
-4.323650E-03,-3.979899578E+00,-1.206030175E+00
-4.318650E-03,-4.032663398E+00,-1.085427158E+00
-4.313650E-03,-3.972361889E+00,-1.085427158E+00
-4.308650E-03,-4.040201087E+00,-1.085427158E+00
-4.303650E-03,-4.100502595E+00,-1.206030175E+00
-4.298650E-03,-4.100502595E+00,-964.824140E-03
-4.293650E-03,-4.100502595E+00,-1.085427158E+00
-4.288650E-03,-4.160804104E+00,-1.025125649E+00
