x-axis,2
second,Volt
-24.50365E-03,-702.62562E-03
-24.47865E-03,-639.96230E-03
-24.45365E-03,-473.83165E-03
-24.42865E-03,-476.74623E-03
-24.40365E-03,-329.56030E-03
-24.37865E-03,-296.04271E-03
-24.35365E-03,-218.80653E-03
-24.32865E-03,-125.54020E-03
-24.30365E-03,-68.70603E-03
-24.27865E-03,+11.44472E-03
-24.25365E-03,+75.56533E-03
-24.22865E-03,+145.51507E-03
-24.20365E-03,+186.31909E-03
-24.17865E-03,+222.75125E-03
-24.15365E-03,+205.26382E-03
-24.12865E-03,+246.06784E-03
-24.10365E-03,+350.99246E-03
-24.07865E-03,+320.38944E-03
-24.05365E-03,+275.21356E-03
-24.02865E-03,+304.35929E-03
-24.00365E-03,+378.68090E-03
-23.97865E-03,+257.72613E-03
-23.95365E-03,+316.01758E-03
-23.92865E-03,+259.18341E-03
-23.90365E-03,+215.46482E-03
-23.87865E-03,+187.77638E-03
-23.85365E-03,+146.97236E-03
-23.82865E-03,+77.02261E-03
-23.80365E-03,+27.47487E-03
-23.77865E-03,-16.24372E-03
-23.75365E-03,-170.71608E-03
-23.72865E-03,-188.20352E-03
-23.70365E-03,-194.03266E-03
-23.67865E-03,-365.99246E-03
-23.65365E-03,-325.18844E-03
-23.62865E-03,-376.19346E-03
-23.60365E-03,-497.14824E-03
-23.57865E-03,-552.52512E-03
-23.55365E-03,-546.69597E-03
-23.52865E-03,-673.47989E-03
-23.50365E-03,-654.53517E-03
-23.47865E-03,-679.30904E-03
-23.45365E-03,-749.25879E-03
-23.42865E-03,-724.48492E-03
-23.40365E-03,-683.68090E-03
-23.37865E-03,-731.77135E-03
-23.35365E-03,-765.28894E-03
-23.32865E-03,-692.42462E-03
-23.30365E-03,-701.16833E-03
-23.27865E-03,-690.96733E-03
-23.25365E-03,-657.44974E-03
-23.22865E-03,-622.47487E-03
-23.20365E-03,-539.40954E-03
-23.17865E-03,-486.94723E-03
-23.15365E-03,-494.23366E-03
-23.12865E-03,-360.16331E-03
-23.10365E-03,-400.96733E-03
-23.07865E-03,-249.40954E-03
-23.05365E-03,-310.61557E-03
-23.02865E-03,-261.06784E-03
-23.00365E-03,-202.77638E-03
-22.97865E-03,-43.93216E-03
-22.95365E-03,-81.82161E-03
-22.92865E-03,-27.90201E-03
-22.90365E-03,+11.44472E-03
-22.87865E-03,+111.99749E-03
-22.85365E-03,+39.13317E-03
-22.82865E-03,+164.45980E-03
-22.80365E-03,+176.11809E-03
-22.77865E-03,+199.43467E-03
-22.75365E-03,+141.14321E-03
-22.72865E-03,+221.29397E-03
-22.70365E-03,+190.69095E-03
-22.67865E-03,+197.97738E-03
-22.65365E-03,+168.83166E-03
-22.62865E-03,+168.83166E-03
-22.60365E-03,+111.99749E-03
-22.57865E-03,+132.39950E-03
-22.55365E-03,+106.16834E-03
-22.52865E-03,+30.38945E-03
-22.50365E-03,+9.98744E-03
-22.47865E-03,-20.61558E-03
-22.45365E-03,-22.07286E-03
-22.42865E-03,-90.56533E-03
-22.40365E-03,-226.09296E-03
-22.37865E-03,-188.20352E-03
-22.35365E-03,-207.14824E-03
-22.32865E-03,-290.21356E-03
-22.30365E-03,-307.70100E-03
-22.27865E-03,-408.25376E-03
-22.25365E-03,-383.47990E-03
-22.22865E-03,-463.63065E-03
-22.20365E-03,-454.88693E-03
-22.17865E-03,-498.60552E-03
-22.15365E-03,-523.37939E-03
-22.12865E-03,-553.98241E-03
-22.10365E-03,-631.21859E-03
-22.07865E-03,-486.94723E-03
-22.05365E-03,-626.84673E-03
-22.02865E-03,-545.23869E-03
-22.00365E-03,-578.75628E-03
-21.97865E-03,-473.83165E-03
-21.95365E-03,-510.26381E-03
-21.92865E-03,-492.77638E-03
-21.90365E-03,-453.42964E-03
-21.87865E-03,-457.80150E-03
-21.85365E-03,-365.99246E-03
-21.82865E-03,-408.25376E-03
-21.80365E-03,-325.18844E-03
-21.77865E-03,-304.78643E-03
-21.75365E-03,-347.04773E-03
-21.72865E-03,-300.41457E-03
-21.70365E-03,-208.60553E-03
-21.67865E-03,-175.08794E-03
-21.65365E-03,-144.48492E-03
-21.62865E-03,-22.07286E-03
-21.60365E-03,-96.39447E-03
-21.57865E-03,+18.73116E-03
-21.55365E-03,+42.04774E-03
-21.52865E-03,+1.24372E-03
-21.50365E-03,+34.76131E-03
-21.47865E-03,+77.02261E-03
-21.45365E-03,+85.76633E-03
-21.42865E-03,+63.90703E-03
-21.40365E-03,+49.33417E-03
-21.37865E-03,+43.50502E-03
-21.35365E-03,+77.02261E-03
-21.32865E-03,+87.22362E-03
-21.30365E-03,-7.50000E-03
-21.27865E-03,+7.07286E-03
-21.25365E-03,+94.51005E-03
-21.22865E-03,+52.24874E-03
-21.20365E-03,+28.93216E-03
-21.17865E-03,-213.57E-06
-21.15365E-03,-30.81658E-03
-21.12865E-03,-78.90703E-03
