x-axis,1,2
second,Volt,Volt
-9.5037E-03,,
-9.4937E-03,+3.6180905E+00,+3.1909548E+00
-9.4837E-03,+4.0201005E+00,+4.4221106E+00
-9.4737E-03,+3.6180905E+00,+5.6281407E+00
-9.4637E-03,+3.7939699E+00,+7.4371860E+00
-9.4537E-03,+3.6180905E+00,+8.4422111E+00
-9.4437E-03,+3.6180905E+00,+8.4422111E+00
-9.4337E-03,+3.5929649E+00,+7.6130654E+00
-9.4237E-03,+3.6180905E+00,+5.8040201E+00
-9.4137E-03,+3.2160804E+00,+4.4221106E+00
-9.4037E-03,+3.6180905E+00,+3.6180905E+00
-9.3937E-03,+3.2160804E+00,+3.2160804E+00
-9.3837E-03,+3.4170855E+00,+3.4170855E+00
-9.3737E-03,+3.6180905E+00,+4.4221106E+00
-9.3637E-03,+3.4170855E+00,+5.8291458E+00
-9.3537E-03,+3.6180905E+00,+6.8341709E+00
-9.3437E-03,+3.2160804E+00,+7.4120604E+00
-9.3337E-03,+3.2160804E+00,+7.6381910E+00
-9.3237E-03,+3.2160804E+00,+6.6080403E+00
-9.3137E-03,+3.2160804E+00,+5.6281407E+00
-9.3037E-03,+3.2160804E+00,+4.8241206E+00
-9.2937E-03,+3.2160804E+00,+4.3969850E+00
-9.2837E-03,+3.0150754E+00,+4.0201005E+00
-9.2737E-03,+3.2160804E+00,+4.0201005E+00
-9.2637E-03,+3.2160804E+00,+4.4221106E+00
-9.2537E-03,+3.2160804E+00,+5.6281407E+00
-9.2437E-03,+3.0150754E+00,+6.4321609E+00
-9.2337E-03,+3.2160804E+00,+6.8341709E+00
-9.2237E-03,+3.2160804E+00,+6.4321609E+00
-9.2137E-03,+3.2160804E+00,+6.4321609E+00
-9.2037E-03,+3.0150754E+00,+6.0301508E+00
-9.1937E-03,+2.8140704E+00,+5.2261307E+00
-9.1837E-03,+3.2160804E+00,+4.6231156E+00
-9.1737E-03,+2.8140704E+00,+4.4221106E+00
-9.1637E-03,+2.8140704E+00,+4.4221106E+00
-9.1537E-03,+2.8140704E+00,+4.8241206E+00
-9.1437E-03,+2.8140704E+00,+5.6281407E+00
-9.1337E-03,+3.2160804E+00,+5.6281407E+00
-9.1237E-03,+2.8140704E+00,+6.4321609E+00
-9.1137E-03,+2.7889447E+00,+6.4321609E+00
-9.1037E-03,+2.6130653E+00,+6.4321609E+00
-9.0937E-03,+2.4120603E+00,+5.6281407E+00
-9.0837E-03,+2.4120603E+00,+5.4271357E+00
-9.0737E-03,+3.1909548E+00,+5.2261307E+00
